"Age group 3 6","2021","2022","2023","2024","2025","2021","2022","2023","2024","2025","2021","2022","2023","2024","2025","2021","2022","2023","2024","2025","2021","2022","2023","2024","2025","2021","2022","2023","2024","2025","2021","2022","2023","2024","2025","2021","2022","2023","2024","2025","2021","2022","2023","2024","2025","2021","2022","2023","2024","2025","2021","2022","2023","2024","2025","2021","2022","2023","2024","2025","2021","2022","2023","2024","2025","2021","2022","2023","2024","2025","2021","2022","2023","2024","2025","2021","2022","2023","2024","2025","2021","2022","2023","2024","2025","2021","2022","2023","2024","2025","2021","2022","2023","2024","2025","2021","2022","2023","2024","2025","2021","2022","2023","2024","2025","2021","2022","2023","2024","2025","2021","2022","2023","2024","2025","2021","2022","2023","2024","2025","2021","2022","2023","2024","2025","2021","2022","2023","2024","2025","2021","2022","2023","2024","2025","2021","2022","2023","2024","2025"
,"Persons",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"90 to 94 years","849","942","1,014","1,089","1,151","1,939","1,886","1,871","1,890","1,930","316","347","341","380","382","672","673","705","724","753","2,063","2,163","2,233","2,340","2,488","4,386","4,506","4,584","4,654","4,686","1,735","1,809","1,873","1,874","1,930","3,703","3,649","3,678","3,742","3,788","19,513","20,534","21,152","21,621","22,020","43,394","44,525","45,128","44,668","44,425","34,435","35,409","36,774","38,170","39,724","67,785","68,926","69,470","70,351","71,505","2,717","2,689","2,641","2,707","2,747","6,068","6,133","5,976","5,798","5,784","2,829","2,842","2,738","2,707","2,658","5,640","5,605","5,603","5,616","5,500","7,378","7,598","7,988","8,264","8,599","13,865","14,223","14,517","14,904","15,324","13,359","13,816","14,247","14,821","15,418","23,079","23,484","23,790","24,146","24,651","56","74","69","62","58","55","54","54","53","53","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","44","44","42","19","23","75","64","56","52","50","8","8","8","7","7","14","13","14","25","23"
"95 to 99 years","167","145","145","160","181","543","547","555","562","597","83","74","76","71","79","236","225","213","206","212","430","419","390","422","458","1,461","1,395","1,373","1,418","1,401","362","354","362","418","427","1,233","1,220","1,227","1,195","1,231","3,750","4,114","4,481","4,715","5,079","12,859","13,425","13,996","14,693","15,211","7,351","8,035","8,355","8,775","9,341","21,780","22,748","23,589","24,303","25,148","705","688","694","668","656","2,167","2,083","2,099","2,187","2,208","673","700","711","723","745","1,980","1,951","1,871","1,845","1,960","1,515","1,572","1,628","1,769","1,909","4,356","4,417","4,552","4,689","4,923","2,851","2,990","3,169","3,352","3,633","7,425","7,624","7,731","8,066","8,587","10","15","16","18","20","16","21","21","26","24","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","4","5","6","18","17","13","19","24","26","24","0","0","1","3","4","0","2","3","3","3"
"100 years and older","12","19","19","16","18","99","104","103","99","97","10","6","8","12","12","39","48","51","51","52","53","55","54","48","47","284","293","283","285","286","33","33","26","28","39","212","219","235","240","226","338","380","416","440","438","1,928","2,111","2,156","2,159","2,180","720","770","791","833","904","3,291","3,533","3,614","3,877","4,070","89","74","79","82","86","407","416","464","466","450","72","67","82","82","81","422","399","379","388","375","165","151","164","178","197","753","802","814","852","865","356","312","325","352","379","1,317","1,355","1,337","1,423","1,465","0","0","1","2","3","3","3","3","4","7","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","0","0","0","1","1","1","2","2","1","3","0","0","0","0","0","0","0","0","0","0"
"0 to 14 years","35,416","35,162","35,116","35,014","34,720","33,433","33,433","33,321","33,265","33,029","12,334","12,567","12,717","12,883","12,953","11,911","12,115","12,190","12,400","12,381","71,223","72,620","73,906","75,094","74,827","67,557","69,147","70,573","71,544","71,378","57,195","58,354","59,942","61,774","62,474","54,828","56,124","57,659","59,298","59,704","699,558","703,539","707,621","710,030","705,992","664,782","668,496","671,961","674,125","670,325","1,184,687","1,188,445","1,197,050","1,213,277","1,216,019","1,122,663","1,127,012","1,136,191","1,152,519","1,155,648","133,515","133,860","135,413","136,943","136,918","126,094","126,523","128,048","129,639","129,539","116,548","116,812","118,547","120,108","119,914","110,027","110,328","112,120","113,717","113,764","423,909","426,123","434,119","445,463","450,446","400,593","402,991","411,004","421,956","427,003","377,492","381,101","383,314","385,255","382,659","356,980","360,985","362,847","365,375","363,215","3,629","3,693","3,748","3,809","3,802","3,409","3,424","3,494","3,581","3,577","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","4,527","4,453","4,335","4,263","4,197","4,406","4,357","4,230","4,133","4,037","6,401","6,458","6,462","6,458","6,407","6,347","6,399","6,364","6,320","6,234"
"0 to 15 years","38,097","37,938","37,933","37,881","37,711","35,907","35,906","35,978","35,960","35,740","13,178","13,499","13,642","13,878","13,945","12,765","13,052","13,158","13,355","13,367","76,204","77,706","79,366","80,594","80,546","72,129","73,847","75,605","76,828","76,677","61,167","62,567","64,489","66,390","67,084","58,596","60,079","61,828","63,721","64,332","744,043","750,321","756,392","760,874","757,157","707,779","713,122","718,946","722,921","719,340","1,268,012","1,273,211","1,284,754","1,302,198","1,304,523","1,199,979","1,206,535","1,218,087","1,235,841","1,239,330","142,098","142,602","144,577","146,463","146,392","134,019","134,816","136,742","138,622","138,681","123,959","124,362","126,757","128,690","128,512","116,919","117,493","119,893","121,676","121,847","450,809","454,549","464,324","476,774","482,514","425,889","429,728","439,611","451,761","457,185","403,923","408,651","411,933","414,944","411,947","381,540","386,729","389,768","392,872","390,522","3,872","3,930","4,002","4,091","4,072","3,610","3,646","3,711","3,811","3,802","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","4,834","4,760","4,600","4,541","4,505","4,668","4,623","4,517","4,411","4,360","6,712","6,824","6,825","6,813","6,792","6,672","6,767","6,745","6,700","6,637"
"0 to 16 years","40,708","40,669","40,777","40,750","40,602","38,364","38,468","38,555","38,721","38,536","14,112","14,375","14,612","14,847","14,987","13,675","13,944","14,148","14,380","14,364","81,131","82,811","84,596","86,203","86,137","76,734","78,571","80,501","82,032","82,048","65,154","66,712","68,900","71,099","71,848","62,292","64,081","65,992","68,092","68,943","787,428","795,285","803,822","810,521","808,390","749,259","756,566","764,203","770,578","768,421","1,351,766","1,358,224","1,371,848","1,392,846","1,395,021","1,278,189","1,285,612","1,299,857","1,320,475","1,324,074","150,643","151,272","153,529","155,886","156,051","141,816","142,829","145,237","147,524","147,739","131,199","131,811","134,475","137,085","137,161","123,617","124,462","127,257","129,665","129,924","477,481","481,964","493,577","508,134","514,570","450,789","455,465","467,071","481,204","487,346","430,577","436,589","440,782","444,929","442,510","406,760","413,143","416,967","421,453","419,013","4,104","4,170","4,239","4,348","4,353","3,823","3,851","3,936","4,027","4,032","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","5,130","5,056","4,899","4,803","4,783","4,930","4,885","4,785","4,703","4,641","7,050","7,136","7,190","7,173","7,146","7,027","7,090","7,116","7,080","7,015"
"0 to 17 years","43,454","43,368","43,613","43,689","43,553","40,857","41,004","41,175","41,353","41,315","15,014","15,341","15,521","15,849","15,978","14,549","14,871","15,067","15,384","15,401","86,114","87,900","89,958","91,611","91,912","81,461","83,321","85,460","87,102","87,371","69,191","70,869","73,192","75,679","76,649","66,238","67,958","70,153","72,411","73,389","830,659","839,287","849,571","858,880","858,484","791,002","798,496","808,238","816,501","816,283","1,436,901","1,443,928","1,459,353","1,483,025","1,486,999","1,357,488","1,365,643","1,381,032","1,404,836","1,409,891","159,240","159,958","162,498","165,136","165,673","149,970","150,798","153,579","156,318","156,836","138,531","139,107","142,102","145,008","145,685","130,438","131,213","134,392","137,187","137,975","504,044","509,140","521,814","538,400","546,411","475,853","480,928","493,663","509,723","517,403","457,802","464,577","469,491","474,837","473,132","432,345","440,194","444,156","449,663","448,110","4,340","4,406","4,482","4,586","4,610","4,045","4,063","4,141","4,251","4,247","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","5,414","5,344","5,193","5,109","5,045","5,203","5,149","5,048","4,972","4,934","7,375","7,473","7,499","7,539","7,503","7,391","7,446","7,435","7,451","7,394"
"15 to 49 years","105,345","106,476","109,161","111,845","112,558","103,716","103,976","106,003","108,763","109,515","35,028","36,623","39,291","41,739","42,736","35,682","37,126","39,548","41,679","42,623","213,117","220,687","231,970","244,006","247,749","208,584","215,213","224,520","235,030","238,367","161,945","166,911","174,246","184,239","187,651","159,393","164,105","170,772","179,600","182,987","1,894,347","1,922,566","1,985,928","2,061,488","2,075,936","1,814,717","1,839,097","1,883,053","1,934,271","1,949,207","3,472,516","3,597,001","3,805,277","4,012,382","4,019,785","3,367,270","3,464,131","3,625,216","3,790,393","3,802,746","336,036","344,626","360,783","375,693","381,335","311,817","318,917","332,645","345,892","351,103","271,339","274,859","287,075","302,669","309,615","256,788","260,259","270,715","284,181","290,834","1,095,121","1,115,704","1,176,089","1,254,162","1,289,243","1,053,552","1,075,174","1,130,348","1,202,626","1,235,223","1,220,955","1,265,812","1,330,402","1,389,541","1,390,332","1,191,912","1,238,227","1,293,951","1,348,654","1,349,889","10,452","10,771","11,453","12,385","12,671","10,739","11,082","11,570","12,389","12,625","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","11,510","11,541","11,630","12,024","12,400","11,018","11,011","11,055","11,340","11,624","10,304","10,393","10,470","10,673","10,863","10,000","10,047","10,109","10,278","10,442"
"16 to 64 years","164,647","165,273","167,314","169,369","169,117","165,197","165,165","166,612","168,768","168,829","50,629","52,324","55,007","57,346","58,212","52,268","53,802","56,198","58,281","59,028","316,393","323,342","333,402","344,226","346,101","317,397","323,831","332,002","341,363","343,169","246,312","250,741","257,203","266,468","268,862","246,075","250,375","256,205","264,451","266,657","2,741,083","2,756,212","2,806,881","2,872,830","2,879,422","2,651,823","2,662,669","2,692,188","2,732,492","2,737,926","4,873,744","4,990,226","5,189,227","5,393,215","5,390,684","4,829,416","4,922,429","5,080,777","5,249,105","5,254,026","454,895","462,247","477,358","491,478","496,165","431,538","437,700","450,801","463,764","468,099","371,651","373,622","384,241","398,569","404,756","356,617","358,672","367,856","380,402","386,085","1,483,018","1,502,377","1,563,829","1,645,083","1,681,946","1,435,766","1,457,872","1,515,742","1,592,961","1,627,702","1,711,970","1,753,614","1,813,887","1,870,091","1,866,609","1,711,136","1,755,677","1,808,940","1,863,978","1,861,212","14,474","14,734","15,340","16,246","16,468","14,814","15,125","15,589","16,346","16,549","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","15,785","15,802","15,863","16,185","16,482","14,889","14,898","14,872","15,096","15,339","12,702","12,808","12,948","13,195","13,356","12,255","12,388","12,499","12,685","12,865"
"17 to 64 years","162,036","162,542","164,470","166,500","166,226","162,740","162,603","164,035","166,007","166,033","49,695","51,448","54,037","56,377","57,170","51,358","52,910","55,208","57,256","58,031","311,466","318,237","328,172","338,617","340,510","312,792","319,107","327,106","336,159","337,798","242,325","246,596","252,792","261,759","264,098","242,379","246,373","252,041","260,080","262,046","2,697,698","2,711,248","2,759,451","2,823,183","2,828,189","2,610,343","2,619,225","2,646,931","2,684,835","2,688,845","4,789,990","4,905,213","5,102,133","5,302,567","5,300,186","4,751,206","4,843,352","4,999,007","5,164,471","5,169,282","446,350","453,577","468,406","482,055","486,506","423,741","429,687","442,306","454,862","459,041","364,411","366,173","376,523","390,174","396,107","349,919","351,703","360,492","372,413","378,008","1,456,346","1,474,962","1,534,576","1,613,723","1,649,890","1,410,866","1,432,135","1,488,282","1,563,518","1,597,541","1,685,316","1,725,676","1,785,038","1,840,106","1,836,046","1,685,916","1,729,263","1,781,741","1,835,397","1,832,721","14,242","14,494","15,103","15,989","16,187","14,601","14,920","15,364","16,130","16,319","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","15,489","15,506","15,564","15,923","16,204","14,627","14,636","14,604","14,804","15,058","12,364","12,496","12,583","12,835","13,002","11,900","12,065","12,128","12,305","12,487"

Symbol legend:
.., not available for a specific reference period




Footnotes:
1,"Postcensal estimates are based on the 2021 Census counts adjusted for census net undercoverage (CNU) (including adjustment for incompletely enumerated reserves and settlements (IERS)) and the components of demographic growth that occurred since that census. Intercensal estimates are produced using counts from two consecutive censuses adjusted for CNU (including IERS) and postcensal estimates."
2,"Estimates are final intercensal up to 2020, final postcensal for 2021, updated postcensal for 2022, 2023 and 2024, and preliminary postcensal for 2025."
3,"Data for persons aged 90 to 100 years and older will be available from 2001."
4,"The population growth, which is used to calculate population estimates, is comprised of natural increase (Tables 17100006 and 17100016), international migration (Table 17100014) and interprovincial migration (Table 17100015)."
5,"The demographic estimates now incorporate the concept of gender, which was first introduced in the 2021 Census of Population. Gender refers to an individual's personal and social identity as a man, woman or non-binary person (a person who is not exclusively a man or a woman). Demographic estimates are available for the gender category "Men+", which includes men (and/or boys), as well as some non-binary persons, and for the gender category “Women+" category, which includes women (and/or girls), as well as some non-binary persons. For the sake of uniformity, all data products from the Demographic Estimates Program now adopt the term ‘gender’ for all years and periods. Prior to 2021, the demographic estimates are based on the concept of sex at birth. Although gender and sex at birth are two different concepts, this change does not cause a significant break in the trend because the two concepts produce very similar distributions. Population estimates by age and sex at birth are available upon request (please contact statcan.demography-demographie.statcan@statcan.gc.ca)."
6,"Age at last birthday in years."
7,"Population estimates for Northwest Territories and Nunavut are presented separately from 1991."
8,"Prior to 1991, only estimates of population for Northwest Territories and Nunavut combined are available."



"How to cite: Statistics Canada. Table 17-10-0005-01  Population estimates on July 1, by age and gender"
https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1710000501
